"99,392,000"
"92,434,000"
"82,731,000"
"75,952,000"
"60,758,000"
"58,430,000"
"56,680,000"
"54,582,000"
"61,903,000"
"100,507,000"
"184,562,000"
"176,282,000"
"177,615,000"
"154,197,000"
"141,653,000"
"123,170,000"
"112,422,000"
"105,612,000"
"101,739,000"
"114,338,000"
"176,115,000"











"14,000"
"14,000"
"15,000"
"15,000"
"16,000"
"3,124,000"
"10,405,000"
"10,407,000"
"10,406,000"
"15,000"
"1,017,000"
"22,322,000"
"17,627,000"
"26,168,000"
"20,285,000"
"14,577,000"
"13,816,000"
"10,057,000"
"7,183,000"
"266,000"
"-4,394,000"
"-70,727,000"
"-9,039,000"
"-8,011,000"
"-9,330,000"
"-8,036,000"
"-8,073,000"
"-3,113,000"
"-8,052,000"
"-5,861,000"
"1,251,000"
"1,588,000"
"-32,339,000"
"38,860,000"
"35,001,000"
"43,836,000"
"39,871,000"
"35,457,000"
"42,607,000"
"36,244,000"
"38,120,000"
"36,180,000"
"21,249,000"
"-85,560,000"
"227,339,000"
"212,482,000"
"221,690,000"
"194,520,000"
"177,677,000"
"166,344,000"
"149,422,000"
"144,603,000"
"138,898,000"
"136,295,000"
"91,039,000"
